72265,MAF,3194.0,-10219.0,874,MIDLAND
72274,TWC,3223.0,-11096.0,751,TUSCON
72293,NKX,3285.0,-11712.0,137,MIRAMAR NAS
72305,MHX,3478.0,-7688.0,11,MOREHEAD CITY/NEWPORT
72317,GSO,3610.0,-7994.0,276,GREENSBORO
72318,RNK,3721.0,-8041.0,639,ROANOKE/BLACKSBURG
72327,BNA,3625.0,-8656.0,180,NASHVILLE
72340,LZK,3484.0,-9226.0,173,N LITTLE ROCK
72357,OUN,3518.0,-9744.0,345,NORMAN
72363,AMA,3523.0,-10171.0,1095,AMARILLO
72364,EPZ,3187.0,-10670.0,1254,SANTA TERESA
72365,ABQ,3504.0,-10662.0,1619,ALBUQUERQUE
72376,FGZ,3523.0,-11182.0,2179,FLAGSTAFF/BELLEMT (ARMY)
72381,EDW,3490.0,-11792.0,724,\N
72388,VEF,3605.0,-11518.0,697,LAS VEGAS
72393,VBG,3475.0,-12057.0,100,VANDENBERG
72402,WAL,3793.0,-7547.0,12,WALLOPS ISLAND
72403,IAD,3898.0,-7749.0,88,STERLING(WASH DULLES)
72426,ILN,3942.0,-8382.0,323,WILMINGTON
72440,SGF,3724.0,-9340.0,391,SPRINGFIELD REGIONAL AP
72451,DDC,3776.0,-9997.0,790,\N
72456,TOP,3907.0,-9563.0,268,TOPEKA
72469,DNR,3977.0,-10487.0,1611,DENVER/STAPLETON ARPT
72476,GJT,3912.0,-10852.0,1474,GRAND JUNCTION
72489,REV,3957.0,-11980.0,1518,RENO
72493,OAK,3774.0,-12222.0,3,OAKLAND INT AP
72501,OKX,4087.0,-7286.0,20,BROOKHAVEN
72518,ALY,4269.0,-7383.0,95,ALBANY
72520,PIT,4053.0,-8022.0,360,PITTSBURGH/MOON TOWNSHIP
72528,BUF,4294.0,-7872.0,218,BUFFALO/GRTR ARPT
72558,OAX,4132.0,-9637.0,352,OMAHA/VALLEY
72562,LBF,4113.0,-10070.0,849,NORTH PLATTE
72572,SLC,4077.0,-11195.0,1289,SALT LAKE CITY
72582,LKN,4086.0,-11574.0,1593,ELKO
72597,MFR,4238.0,-12288.0,398,MEDFORD
72632,DTX,4270.0,-8347.0,330,DETROIT/PONTIAC
72634,APX,4491.0,-8472.0,448,GAYLORD / ALPENA
72645,GRB,4450.0,-8811.0,209,GREEN BAY
72649,MPX,4485.0,-9356.0,290,MINNEAPOLIS
72659,ABR,4545.0,-9841.0,398,ABERDEEN
72662,UNR,4407.0,-10321.0,1029,RAPID CITY
72672,RIW,4307.0,-10848.0,1699,RIVERTON
72681,BOI,4357.0,-11621.0,873,BOISE
72694,SLE,4491.0,-12301.0,62,SALEM
72712,CAR,4687.0,-6801.0,191,CARIBOU
72747,INL,4856.0,-9340.0,357,INTERNATIONAL FALLS
72764,BIS,4677.0,-10076.0,506,BISMARCK
72768,GGW,4821.0,-10663.0,693,GLASGOW
72776,TFX,4746.0,-11139.0,1134,GREAT FALLS
72786,OTX,4768.0,-11763.0,729,SPOKANE INTNL APT
72797,UIL,4793.0,-12456.0,57,QUILLAYUTE
74004,74004,3285.0,-11440.0,98,\N
74389,GYX,4389.0,-7026.0,124,GRAY
